event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_01740,West Bengal government has approved land acquisition for a new railway line. This project aims to improve connectivity to the India-China-Bhutan tri-junction area. The new rail link will boost tourism in the Jhaldhaka-Bindu-Todey Tangta region. Railw...,2026-08-02,3,3,"['india_today', 'the_hindu', 'the_times_of_india']",West Bengal government has approved land acquisition for a new railway line. This project aims to improve connectivity to the India-China-Bhutan tri-junction area. The new rail link will boost tourism in the Jhaldhaka-Bindu-Todey Tangta region. Railw...,"India clears one China FDI proposal as Hong Kong gets 13 in FY26
India approved one Chinese FDI proposal worth Rs 1 crore and 13 from Hong Kong in 2025-26. The data highlights how Press Note 3 scrutiny continues for investors from land-border countries.
India approved only one foreign direct investm...",0.36,True
EVT_02168,"New Delhi: Janata Dal (United) supremo and former chief minister of Bihar Nitish Kumar on Tuesday (August 4) met Prime Minister Narendra Modi, a day after the BJP lost Patna's Bankipur assembly seat in a by-election.Kumar, a Rajya Sabha MP, was accom...",2026-08-04,3,3,"['deccan_herald', 'the_hindu', 'hindustan_times']","New Delhi: Janata Dal (United) supremo and former chief minister of Bihar Nitish Kumar on Tuesday (August 4) met Prime Minister Narendra Modi, a day after the BJP lost Patna's Bankipur assembly seat in a by-election.Kumar, a Rajya Sabha MP, was accom...","Nitish Kumar meets PM Modi after big BJP upset in Bihar's Bankipur bypoll
The JD(U) is a key ally of the BJP-led National Democratic Alliance and the two parties run a coalition government in Bihar.
Prime Minister Narendra Modi on Tuesday met former Bihar chief minister and JD(U) president Nitish Ku...",0.35,True
EVT_00695,"New Delhi: Signalling that her party could support the 131st Constitution Amendment Bill, Nationalist Congress Party (Sharadchandra Pawar) working president Supriya Sule has triggered surprise and sowed apprehension across the Opposition, particularl...",2026-07-16,7,3,"['theprint', 'the_hindu', 'the_times_of_india']","New Delhi: Signalling that her party could support the 131st Constitution Amendment Bill, Nationalist Congress Party (Sharadchandra Pawar) working president Supriya Sule has triggered surprise and sowed apprehension across the Opposition, particularl...","New Delhi: Signalling that her party could support the 131st Constitution Amendment Bill, Nationalist Congress Party (Sharadchandra Pawar) working president Supriya Sule has triggered surprise and sowed apprehension across the Opposition, particularly the Congress. “Give the 50 percent condition on ...",0.33,True
EVT_01074,"Sonam Wangchuk was shifted to VMMC & Safdarjung Hospital on Saturday morning after completing 20 days of his indefinite fast at Jantar Mantar, less than 48 hours after the Union health ministry placed three central government hospitals on alert and d...",2026-07-18,3,3,"['the_times_of_india', 'hindustan_times', 'theprint']","Sonam Wangchuk was shifted to VMMC & Safdarjung Hospital on Saturday morning after completing 20 days of his indefinite fast at Jantar Mantar, less than 48 hours after the Union health ministry placed three central government hospitals on alert and d...","Wangchuk shifted to Safdarjung Hospital after 21-day hunger strike at Jantar Mantar
Activist Sonam Wangchuk was shifted to Safdarjung Hospital after a 21-day hunger strike as his health deteriorated, triggering a commotion at Jantar Mantar.
Activist Sonam Wangchuk, who has been on an indefinite hung...",0.33,True
EVT_01229,Student unions erupted in celebration following reports of the resignation of Union Education Minister Dharmendra Pradhan. Gathering at Lenin Centre in Vijayawada. They hailed the resignation as a victory for the student movement and celebrated what ...,2026-07-25,4,3,"['the_times_of_india', 'the_hindu', 'hindustan_times']",Student unions erupted in celebration following reports of the resignation of Union Education Minister Dharmendra Pradhan. Gathering at Lenin Centre in Vijayawada. They hailed the resignation as a victory for the student movement and celebrated what ...,"Longest mobile internet shutdown in Delhi's history eases as CJP withdraws protest
With the seventh extension that came on Saturday, mobile internet in the area remained repeatedly suspended for five days.
Delhi witnessed its longest internet shutdown during the Cockroach Janta Party’s (CJP) protest...",0.33,True
EVT_00534,"New Delhi: As Sonam Wangchuk’s hunger strike enters its third week, more opposition parties have thrown their weight behind the Cockroach Janta Party’s (CJP’s) agitation over exam paper leaks and recruitment failures, turning it into a wider campaign...",2026-07-15,3,3,"['the_times_of_india', 'theprint', 'the_hindu']","New Delhi: As Sonam Wangchuk’s hunger strike enters its third week, more opposition parties have thrown their weight behind the Cockroach Janta Party’s (CJP’s) agitation over exam paper leaks and recruitment failures, turning it into a wider campaign...","New Delhi: As Sonam Wangchuk’s hunger strike enters its third week, more opposition parties have thrown their weight behind the Cockroach Janta Party’s (CJP’s) agitation over exam paper leaks and recruitment failures, turning it into a wider campaign against the Centre. The Congress, however, remain...",0.29,True
EVT_00645,Worker killed after concrete lining falls inside Silkyara Tunnel in Uttarakhand,2026-07-16,2,2,"['hindustan_times', 'india_today']",Worker killed after concrete lining falls inside Silkyara Tunnel in Uttarakhand,"Uttarakhand: Worker killed in concrete lining collapse inside Silkyara tunnel
The fatal incident occurred when a heavy section of the tunnel’s concrete shotcrete lining fractured and collapsed on the worker
A 21-year-old construction worker from Jharkhand was killed after a section of the concrete l...",0.95,False
EVT_00941,"Dhaka’s request for Sheikh Hasina’s extradition is being examined, says India",2026-07-17,2,2,"['india_today', 'hindustan_times']","Dhaka’s request for Sheikh Hasina’s extradition is being examined, says India","Sheikh Hasina extradition request from Bangladesh under review, says India
Hasina has been living in India since she fled Dhaka after the collapse of her government in August 2024 in the face of a massive anti-government agitation.
India on Friday said Bangladesh's request to extradite deposed forme...",0.95,False
EVT_01497,'Airports were earlier named after one family': PM Modi inaugurates Andhra's Bhogapuram airport,2026-08-01,2,2,"['the_times_of_india', 'hindustan_times']",'Airports were earlier named after one family': PM Modi inaugurates Andhra's Bhogapuram airport,"PM Modi inaugurates Andhra Pradesh’s Bhogapuram international airport
The airport has been designed to handle six million passengers annually in the first phase, with a master plan to expand capacity to 40 million passengers annually
Prime Minister Narendra Modi on Saturday inaugurated the Visakhapa...",0.95,False
EVT_00667,"Congress to raise Ram Mandir donation row, oppose delimitation bill in Parliament",2026-07-16,2,2,"['india_today', 'hindustan_times']","Congress to raise Ram Mandir donation row, oppose delimitation bill in Parliament","Cong to oppose delimitation bill, raise NEET, Ram temple issues
The Congress on Thursday said it would make “every effort to maintain the unity and solidarity of all Opposition parties” and strongly oppose Constitution amendment bills related to delimitation and removal of ministers and chief minist...",0.91,False
EVT_01903,Udhayanidhi's 'double-meaning' remark allegedly on actor Trisha courts controversy,2026-08-03,2,2,"['india_today', 'deccan_herald']",Udhayanidhi's 'double-meaning' remark allegedly on actor Trisha courts controversy,"Row over Udhayanidhi's 'double-meaning' remark on Trisha, TVK MLA says disgusting
A clip of the incident has since circulated widely on social media, with critics accusing the DMK leader of making an inappropriate, double-meaning reference to Trisha.
DMK leader Udhayanidhi Stalin has come under fire...",0.9,False
EVT_01826,"Bhagwant Mann inaugurates 2 Schools of Eminence in Ludhiana, total reaches 16",2026-08-02,2,2,"['india_today', 'the_times_of_india']","Bhagwant Mann inaugurates 2 Schools of Eminence in Ludhiana, total reaches 16","Bhagwant Mann inaugurates 2 Schools of Eminence in Ludhiana, total reaches 16
Punjab Chief Minister Bhagwant Mann dedicated two new Schools of Eminence in Ludhiana on Sunday. The move takes the district's total to 16 and underlines the state's push to expand quality public education.
Punjab Chief Mi...",0.86,False
EVT_01625,DMK moves SC seeking immediate release of Cauvery water from Karnataka to Tamil Nadu,2026-08-01,2,2,"['the_times_of_india', 'hindustan_times']",DMK moves SC seeking immediate release of Cauvery water from Karnataka to Tamil Nadu,"DMK moves SC seeking immediate release of Cauvery water from Karnataka to Tamil Nadu
Edited by: Vijaya Srivastava / TIMESOFINDIA.COM / Aug 01, 2026, 20:48 IST
Comments
Share
AA
Text Size
Small
Medium
Large
Responding to the growing protests in Karnataka, chief minister DK Shivakumar appealed on Satu...",0.83,False
EVT_02036,The Supreme Court permitted governments to withdraw cases against student protesters.,2026-08-04,2,2,"['the_times_of_india', 'hindustan_times']",The Supreme Court permitted governments to withdraw cases against student protesters.,"Supreme Court opens door for withdrawal of FIRs against student protestors
Supreme Court clarifies eligibility for withdrawal of criminal cases against student protesters, allowing states to close FIRs without serious offenses.
The Supreme Court on Monday said it was willing to facilitate the withdr...",0.82,False
EVT_02166,'Answered public discontent with bullets and repression': MEA slams Pakistan over 'farce' PoK polls,2026-08-04,2,2,"['the_times_of_india', 'hindustan_times']",'Answered public discontent with bullets and repression': MEA slams Pakistan over 'farce' PoK polls,"Pakistan responded to PoK discontent with bullets, blackouts and repression: MEA
India condemned Pakistan for using lethal force against protesters in PoK, urging global accountability for 90 civilian deaths amid ongoing violence.
India on Tuesday accused Pakistan of using lethal force, intimidation...",0.8,False
